,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
0,90,1,39,-3,0,FALSE,15-May,the HEAVY RAINS CAUSED a FLOOD,HEAVY WEIGHT IS COST EFFECTIVE,1,0,0,0,,1,4,0.25
1,0,1,48,-6,1,TRUE,7-Jan,HOLD the BABY on your LAP,,0,0,0,,,0,3,0
2,-180,-1,97,-3,0,FALSE,14-Feb,the SPORT SHIRT HAS SHORT SLEEVES,SPORTS HAVE SHORT SLEEVES,0,0,0,1,1,2,5,0.4
3,0,1,87,0,2,FALSE,2-Mar,how MUCH CAN I BUY for a DIME,HOW MUCH CAN I BUY FOR A DIME,1,1,1,1,1,5,5,1
4,0,1,32,-3,3,FALSE,13-Aug,the BAD NEWS CAME as a SHOCK,THE MAN USES A MACHINE,0,0,0,0,,0,4,0
5,0,-1,51,-3,1,TRUE,3-Jun,the GAMBLER LOST the BET,,0,0,0,,,0,3,0
6,-180,-1,54,0,0,FALSE,19-May,BOB WORE a WATCH on his WRIST,BOB WORE A WATCH ON HIS WRIST,1,1,1,1,,4,4,1
7,0,-1,47,-6,2,FALSE,3-Mar,we SHIPPED the FURNITURE by TRUCK,WE SHIPPED FOR HIS BEST FRIEND,1,0,0,,,1,3,0.333333333
8,-180,-1,125,-6,0,FALSE,13-Jun,the SINGER WAS MOBBED by her FANS,THE SINGERS MOM,0,0,0,0,,0,4,0
9,-90,-1,88,-6,0,FALSE,6-Aug,the BRIDE WORE a WHITE GOWN,THE BRIDE WORE A WHITE GOWN,1,1,1,1,,4,4,1
10,90,1,123,0,0,FALSE,1-Jul,you CUT the WOOD against the GRAIN,YOU CUT THE WOOD AGAINST THE GRAIN,1,1,1,,,3,3,1
11,0,1,33,0,0,TRUE,21-Mar,the LONELY BIRD SEARCHED for its MATE,THE LONELY BIRD SEARCHES FOR THE WORM,1,1,0,0,,2,4,0.5
12,-90,-1,55,0,0,FALSE,8-Aug,our SEATS WERE in the SECOND ROW,OUR SEATS WERE IN THE SECOND ROW,1,1,1,1,,4,4,1
13,0,-1,53,0,0,FALSE,1-Feb,the BABY SLEPT in his CRIB,THE BABY SLEPT IN HIS CRIB,1,1,1,,,3,3,1
