,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
0,0,-1,91,-6,2,FALSE,1-Apr,the DOCTOR X-RAYED his CHEST,THE DOG DRAGS WEEDS INTO THE HOUSE,0,0,0,,,0,3,0
1,90,1,13,0,0,FALSE,1-Mar,KILL the BUGS with this SPRAY,KILL THE BUGS WITH THE SPRAY,1,1,1,,,3,3,1
2,180,1,194,-6,3,FALSE,6-Jan,the DOCTOR PRESCRIBED the DRUG,I HAVE NO IDEA,0,0,0,,,0,3,0
3,-180,-1,104,-3,2,FALSE,17-Feb,the SHIPs CAPTAIN SUMMONED his CREW,THE SHIPS CAPTAIN IS A ROOT,1,1,0,0,,2,4,0.5
4,90,1,183,-3,2,FALSE,25-Jun,FOOTBALL IS a DANGEROUS SPORT,THE PRINCESS LIKES SPORTS,0,0,0,0,,0,3,0
5,0,-1,150,0,1,FALSE,14-Apr,the TEAM WAS TRAINED by their COACH,THE TEAM WAS TRAINED BY THEIR COACH,1,1,1,1,,4,4,1
6,-180,-1,63,0,1,FALSE,22-Feb,the SAND WAS HEAPED in a PILE,THE SAND WAS KEPT IN A BAG,1,1,0,0,,2,4,0.5
7,-90,-1,171,-6,3,FALSE,19-May,BOB WORE a WATCH on his WRIST,THE MONSTER LIKES THE SEE,0,0,0,0,,0,4,0
8,0,-1,145,-6,1,TRUE,5-Mar,that ACCIDENT GAVE me a SCARE,THE BOOTS WERE NOTHING OUT OF THE ORDINARY,0,0,0,,,0,3,0
9,0,1,81,0,0,TRUE,6-Apr,the DETECTIVES SEARCHED for a CLUE,THE DOGS HATE AUTUMN,0,0,0,,,0,3,0
10,0,-1,11,-3,2,TRUE,18-May,the HOUSE WAS ROBBED by a THIEF,I HAVE NO IDEA,0,0,0,0,,0,4,0
11,0,1,1,-3,0,FALSE,22-Mar,please WIPE your FEET on the MAT,BEES WAIT FOR THE WAVE,0,0,0,,,0,3,0
12,0,1,188,0,2,TRUE,14-Jun,the FRUIT WAS SHIPPED in WOODEN CRATES,THE FRUIT WAS SHIPPED IN MANY CRATES,1,1,1,0,1,4,5,0.8
13,-90,-1,35,-6,2,FALSE,3-Apr,the DUCK SWAM with the WHITE SWAN,THE PIG WANTS HIS WAY,0,0,0,0,,0,4,0
14,180,1,33,-3,3,FALSE,6-Aug,the BRIDE WORE a WHITE GOWN,THE WINDOW IS OPEN,0,0,0,0,,0,4,0
15,0,-1,59,-6,1,TRUE,4-Jun,GET the BREAD and CUT me a SLICE,WUT,0,0,0,0,,0,4,0
16,-180,-1,198,0,1,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,THE STORM BROKE THE SAILBOATS MAST,1,1,1,1,,4,4,1
17,0,1,155,0,1,FALSE,19-Jan,we HEARD the TICKING of the CLOCK,WE HEARD THE TICKING OF THE CLOCK,1,1,1,,,3,3,1
18,90,1,185,0,1,FALSE,17-Jan,the BEER DRINKERS RAISED their MUGS,THE BEER DRINKERS RAISED THEIR MUGS,1,1,1,1,,4,4,1
19,0,1,16,-3,2,TRUE,7-May,the PAPERS WERE HELD by a CLIP,,0,0,0,0,,0,4,0
20,180,1,28,-6,2,FALSE,20-Jan,he KILLED the DRAGON with his SWORD,THE LADY WAITED FOR THE STORM,0,0,0,,,0,3,0
21,90,1,66,-3,3,FALSE,20-Apr,the LION GAVE an ANGRY ROAR,,0,0,0,0,,0,4,0
22,0,1,44,-3,1,FALSE,11-Jul,TIGHTEN the BELT by a NOTCH,BAELISH,0,0,0,,,0,3,0
23,0,-1,167,-6,3,FALSE,3-Jul,his PANTS WERE HELD up by a BELT,THE MANAGER HUNTS MONSTERS,0,0,0,0,,0,4,0
24,0,1,169,0,1,FALSE,10-Feb,the CIGARETTE SMOKE FILLED his LUNGS,THE CIGARETTE SMOKE FILLED HIS LUNGS,1,1,1,1,,4,4,1
25,-90,-1,82,0,3,FALSE,21-Feb,the DOOR WAS OPENED just a CRACK,THE DOOR WAS OPENED JUST A CRACK,1,1,1,1,,4,4,1
26,0,1,96,0,0,TRUE,7-Mar,the GIRL SWEPT the FLOOR with a BROOM,THE GIRL ,1,0,0,0,,1,4,0.25
27,-90,-1,95,-3,1,FALSE,22-Jan,we ARE LOST so LET us LOOK at the MAP,SOMETHING SOMETHING MAMMAL,0,0,0,0,0,0,5,0
28,90,1,4,-6,0,FALSE,7-Apr,the STEAMSHIP LEFT on a CRUISE,DECEPTION LEVERS CRUISE,0,0,1,,,1,3,0.333333333
29,0,-1,119,-3,1,TRUE,17-Jul,our CAT IS GOOD at CATCHING MICE,I WAS MEANT TO SAIL,0,0,0,0,0,0,5,0
30,0,-1,100,-6,0,TRUE,4-Feb,UNLOCK the DOOR and TURN the KNOB,WUT,0,0,0,0,,0,4,0
31,0,1,77,-3,0,FALSE,9-Jul,a BEAR HAS a THICK COAT of FUR,A BEAR HAS SHORT FUR,1,1,0,0,1,3,5,0.6
32,-180,-1,30,-6,1,FALSE,7-Jul,the THREAD WAS WOUND on a SPOOL,THE EGGS ARE GOING TO SPOIL,0,0,0,0,,0,4,0
33,0,-1,45,-6,1,FALSE,14-Feb,the SPORT SHIRT HAS SHORT SLEEVES,THE SPORTS SHIRT SLEEVES,0,1,0,0,1,2,5,0.4
34,-180,-1,177,-3,2,FALSE,2-Apr,the WORKERS ARE DIGGING a DITCH,I HAVE NO IDEA,0,0,0,0,,0,4,0
35,180,1,131,0,3,FALSE,10-Apr,RUTH POURED herself a CUP of TEA,THE RUTH POURED HERSELF A CUP OF TEA,1,1,1,1,,4,4,1
36,90,1,6,-3,2,FALSE,17-Apr,the BREAD WAS MADE from WHOLE WHEAT,THE MANAGERS WHOLE WEEK,0,0,0,1,0,1,5,0.2
37,180,1,140,-6,0,FALSE,13-May,the JUDGE IS SITTING on the BENCH,YOUR CHILD IS A SLEDGE,0,1,0,0,,1,4,0.25
38,0,-1,162,-6,1,FALSE,12-May,the BOAT SAILED ALONG the COAST,THE BOAT SANK AT THE LONG COAST,1,0,0,1,,2,4,0.5
39,-180,-1,93,-3,1,FALSE,18-Jun,a TERMITE LOOKS like an ANT,,0,0,0,,,0,3,0
40,0,-1,42,-3,3,TRUE,20-Mar,the SOUP WAS SERVED in a BOWL,I WAS WAITING FOR HIS MOUTH TO MOVE,0,1,0,0,,1,4,0.25
41,0,1,18,-3,2,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,THE CHILD PRAYED THE WHOLE EVENING,0,0,0,0,,0,4,0
42,0,1,110,0,0,TRUE,6-Feb,the WEDDING BANQUET WAS a FEAST,THE WEDDING GIRL PINK,1,0,0,0,,1,4,0.25
43,-180,-1,143,0,0,FALSE,8-Aug,our SEATS WERE in the SECOND ROW,OUR SEATS ARE IN THE SECOND ROW,1,0,1,1,,3,4,0.75
44,90,1,152,0,1,FALSE,8-Jun,they FISHED in the BABBLING BROOK,THEY FISH IN THE BABBLING BROKE,0,1,0,,,1,3,0.333333333
45,0,-1,133,-6,0,TRUE,6-Mar,the KING WORE a GOLDEN CROWN,NOTHING,0,0,0,0,,0,4,0
46,0,-1,137,0,2,FALSE,8-Mar,the NURSE GAVE him FIRST AID,THE NURSE GAVE HIM FIRST AID,1,1,1,1,,4,4,1
47,-90,-1,9,-6,0,FALSE,11-Feb,the CUSHION WAS FILLED with FOAM,THE SHIP WAS FILLED WITH FOAM,0,1,1,1,,3,4,0.75
48,0,-1,146,-3,1,FALSE,12-Apr,how DID your CAR GET that DENT,I WAS SCARRED WITH THE DUST,0,0,0,0,,0,4,0
49,-90,-1,43,0,0,FALSE,12-Jan,they TRACKED the LION to his DEN,THEY TRACKED THE LION TO HIS DEN,1,1,1,,,3,3,1
50,0,-1,176,-6,2,FALSE,19-Feb,the CAR DROVE off the STEEP CLIFF,THE CAR DROVE OFF THE STEEP CLIFF,1,1,1,1,,4,4,1
51,180,1,163,-3,1,FALSE,23-Mar,the POND WAS FULL of CROAKING FROGS,THE BOX HAD LOOKED LIKE HER EYES,0,0,0,0,0,0,5,0
52,0,-1,79,0,0,FALSE,25-Jan,he WAS SCARED out of his WITS,HE WAS SCARED OUT OF HIS WITTS,1,1,1,,,3,3,1
53,0,1,74,-6,0,TRUE,7-Aug,i CANNOT GUESS so GIVE me a HINT,HE CANNOT FLOOR BOARDS,1,0,0,0,,1,4,0.25
54,90,1,153,-6,2,FALSE,1-Jun,PLAYING CHECKERS CAN BE FUN,NOTHING,0,0,0,0,0,0,5,0
55,-180,-1,88,-6,2,FALSE,2-Aug,i CUT my FINGER with a KNIFE,,0,0,0,,,0,3,0
56,180,1,31,0,1,FALSE,24-May,the BANDITS ESCAPED from JAIL,THE BANDIT ESCAPED FROM JAIL,0,1,1,,,2,3,0.666666667
57,0,-1,69,-3,3,TRUE,18-Apr,SPREAD SOME BUTTER on your BREAD,I LITERALLY DIDNT HEAR HIS VOICE,0,0,0,0,,0,4,0
58,0,1,64,0,1,TRUE,13-Aug,the BAD NEWS CAME as a SHOCK,THIS CAME TO HIM AS A SHOCK,0,0,1,1,,2,4,0.5
59,-90,-1,26,-3,0,FALSE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,SOMETHING SUNS RAYS,0,0,0,0,0,0,5,0
60,0,1,49,-3,0,FALSE,20-May,the SECRET AGENT WAS a SPY,THE SECRET CASH WAS MINE,1,0,1,0,,2,4,0.5
61,-180,-1,124,0,3,FALSE,5-Jan,LET us DECIDE by TOSSING a COIN,LET US DECIDE ABOUT THE COST OF THE BOOK,1,1,0,0,,2,4,0.5
62,-90,-1,10,0,2,FALSE,23-Apr,her ENTRY SHOULD WIN FIRST PRIZE,HORRENDOUS TRENDS FIRST SURPRISE,0,0,0,1,0,1,5,0.2
63,0,-1,67,-6,1,TRUE,1-Feb,the BABY SLEPT in his CRIB,,0,0,0,,,0,3,0
64,0,-1,111,0,1,TRUE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,I HAVE A DOCK AND A COLD WHISPER,1,0,1,0,0,2,5,0.4
65,-180,-1,62,-3,2,FALSE,8-Apr,TREE TRUNKS ARE COVERED with BARK,NOTHING,0,0,0,0,0,0,5,0
