,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
0,180,1,57,0,3,FALSE,14-Jan,the SCARF WAS MADE of SHINY SILK,THE SCARF WAS MADE OF SHINY SILK,1,1,1,1,1,5,5,1
1,-90,-1,198,-3,3,FALSE,7-Jun,DROP the COIN through the SLOT,JED,0,0,0,,,0,3,0
2,-90,-1,176,-6,1,FALSE,17-Feb,the SHIPs CAPTAIN SUMMONED his CREW,THE SHIPS CAPTAIN,1,1,0,0,,2,4,0.5
3,0,1,185,0,3,FALSE,24-Jan,my SON HAS a DOG for a PET,THE MAN HAS A DOG FOR A PET,0,1,1,1,,3,4,0.75
4,0,1,139,-6,0,TRUE,18-Jan,the RUDE REMARK MADE her BLUSH,UREIP,0,0,0,0,,0,4,0
5,0,-1,62,-3,1,FALSE,3-Feb,the NATIVES BUILT a WOODEN HUT,WOODEN OX,0,0,1,0,,1,4,0.25
6,-90,-1,23,0,1,FALSE,24-Jul,THROW OUT all this USELESS JUNK,THROW OUT ALL THIS USELESS JUNK,1,1,1,1,,4,4,1
7,-180,-1,129,-3,1,FALSE,8-Feb,the DUCKS SWAM around on the POND,APPLE PIE,0,0,0,,,0,3,0
8,0,1,113,-6,1,FALSE,25-Feb,the FARMER BALED the HAY,THE FARMER MAILED THE EGG,1,0,0,,,1,3,0.333333333
9,0,-1,97,0,3,TRUE,2-Apr,the WORKERS ARE DIGGING a DITCH,VJNKD,0,0,0,0,,0,4,0
10,180,1,114,-6,3,FALSE,14-Mar,he TOSSED the DROWNING MAN a ROPE,FJ,0,0,0,0,,0,4,0
11,0,1,153,-3,0,TRUE,6-Apr,the DETECTIVES SEARCHED for a CLUE,JD,0,0,0,,,0,3,0
12,180,1,169,0,0,FALSE,1-May,"it IS GETTING DARK, so LIGHT the LAMP",IT IS GETTING DARK SO LEAVE THE LIGHT ON,1,1,1,1,0,4,5,0.8
13,0,-1,183,0,1,FALSE,23-Jan,no one WAS INJURED in the CRASH,NO ONE WAS INJURED IN THE CRASH,1,1,1,,,3,3,1
14,0,-1,82,-6,2,TRUE,12-Jul,the COOKIES WERE KEPT in a JAR,MBGKF,0,0,0,0,,0,4,0
15,90,1,10,0,1,FALSE,24-Mar,he HIT me with a CLENCHED FIST,HE HIT ME WITH A CLENCHED FIST,1,1,1,,,3,3,1
16,0,1,171,-3,2,TRUE,5-May,the FIREMAN HEARD her FRIGHTENED SCREAM,GKFL,0,0,0,0,,0,4,0
17,0,1,95,-6,3,FALSE,20-May,the SECRET AGENT WAS a SPY,THE SERPENT WAS RED,0,0,1,0,,1,4,0.25
18,180,1,156,-3,2,FALSE,19-Apr,the CABIN WAS MADE of LOGS,CHARLES,0,0,0,0,,0,4,0
19,0,-1,126,0,1,TRUE,21-Jan,MARY WORE her HAIR in BRAIDS,MARY WORE HER HAIR IN BRAIDS,1,1,1,1,,4,4,1
20,-180,-1,199,-6,2,FALSE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,CJLDS,0,0,0,0,0,0,5,0
21,90,1,36,-3,0,FALSE,3-Jul,his PANTS WERE HELD up by a BELT,FHJD,0,0,0,0,,0,4,0
22,-90,-1,106,-6,3,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,FEET,0,0,0,0,,0,4,0
23,0,-1,112,-3,2,FALSE,21-Feb,the DOOR WAS OPENED just a CRACK,THE DOOR WAS OPEN SO I WENT IN,1,1,0,0,,2,4,0.5
24,0,-1,6,-6,1,FALSE,2-Mar,how MUCH CAN I BUY for a DIME,HOW MUCH CAN I PAY FOR THAT,1,1,1,0,0,3,5,0.6
25,0,1,120,-6,0,TRUE,8-Jan,the DOG CHEWED on a BONE,UIGR,0,0,0,,,0,3,0
26,-180,-1,184,-6,1,FALSE,15-Feb,she SHORTENED the HEM of her SKIRT,UG,0,0,0,,,0,3,0
27,180,1,108,0,1,FALSE,20-Jan,he KILLED the DRAGON with his SWORD,HE KILLED THE DRAGON WITH HIS SWORD,1,1,1,,,3,3,1
28,0,-1,55,-3,3,FALSE,19-Jan,we HEARD the TICKING of the CLOCK,WE HEARD THE ,1,0,0,,,1,3,0.333333333
29,-90,-1,46,-3,3,FALSE,6-Jun,"instead of a FENCE, PLANT a HEDGE",BJKFG,0,0,0,,,0,3,0
30,0,-1,9,-3,1,TRUE,6-Feb,the WEDDING BANQUET WAS a FEAST,HVFJU,0,0,0,0,,0,4,0
31,0,-1,85,0,3,TRUE,11-Mar,USE this SPRAY to KILL the BUGS,USE THE SPRAY TO KILL THE BUGS,1,1,1,1,,4,4,1
32,0,1,89,0,1,FALSE,25-May,the LANDLORD RAISED the RENT,THE LANDLORD RAISED THE RENT,1,1,1,,,3,3,1
33,180,1,15,-3,2,FALSE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,PLATE,0,0,0,0,0,0,5,0
34,90,1,167,-6,2,FALSE,8-Aug,our SEATS WERE in the SECOND ROW,ROW,0,0,0,1,,1,4,0.25
35,-90,-1,164,0,0,FALSE,13-Jan,the COW GAVE BIRTH to a CALF,THE COW GAVE BIRTH TO A CALF,1,1,1,1,,4,4,1
36,0,-1,35,-3,0,FALSE,9-Mar,she FACED them with a FOOLISH GRIN,SHE FAINTED ,0,0,0,,,0,3,0
37,0,-1,86,-6,3,TRUE,17-Mar,MR. BROWN CARVED the ROAST BEEF,GF,0,0,0,0,0,0,4,0
38,0,-1,4,-3,0,TRUE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,WHY MUST WE HAVE NO,0,0,0,0,,0,4,0
39,-90,-1,40,0,1,FALSE,15-Aug,the DROWNING MAN LET OUT a YELL,THE DROWNING MAN LET OUT A YELL,1,1,1,1,1,5,5,1
40,-180,-1,130,-3,0,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,HE BROKE THE CERMANIC MASK,0,1,0,0,,1,4,0.25
41,180,1,32,0,2,FALSE,5-Jan,LET us DECIDE by TOSSING a COIN,LET US DECIDE BY TOSSING A COIN,1,1,1,1,,4,4,1
42,90,1,28,-6,0,FALSE,12-May,the BOAT SAILED ALONG the COAST,THE BOAT SAILED ALONG THE WHOLE SEA,1,1,1,0,,3,4,0.75
43,-180,-1,65,-6,2,FALSE,16-Feb,the GUESTS WERE WELCOMED by the HOST,JD,0,0,0,0,,0,4,0
44,0,-1,158,-6,2,FALSE,20-Jul,his BOSS MADE him WORK like a SLAVE,SAFE,0,0,0,0,,0,4,0
45,90,1,134,-3,3,FALSE,12-Jan,they TRACKED the LION to his DEN,THE DRAGON,0,0,0,,,0,3,0
46,0,1,102,0,2,FALSE,15-Jun,the CANDLE BURNED with a BRIGHT FLAME,THE CANDLE BURNED WITHA  BRIGHT FLAME,1,1,1,1,,4,4,1
47,0,-1,71,0,3,TRUE,1-Jan,his PLANS MEANT TAKING a BIG RISK,MAN IS TAKING A GREAT RISK,0,0,1,0,1,2,5,0.4
48,0,1,59,-6,0,FALSE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,THE ROSEBUSH HAS PRICKLY THORNS,1,1,1,1,,4,4,1
49,-90,-1,41,-3,0,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,WAS STEEP,0,0,1,0,0,1,5,0.2
50,90,1,144,0,3,FALSE,19-Jun,the SICK CHILD SWALLOWED the PILL,THE SICK CHILD SWALLOWED THE PILL,1,1,1,1,,4,4,1
51,0,-1,125,-3,3,TRUE,6-May,he WIPED the SINK with a SPONGE,GKF,0,0,0,,,0,3,0
52,0,1,37,-3,2,FALSE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,THE TRACK,0,0,0,1,,1,4,0.25
53,-180,-1,5,-6,1,FALSE,1-Jul,you CUT the WOOD against the GRAIN,FJDIE,0,0,0,,,0,3,0
54,0,1,88,0,1,TRUE,24-Feb,FOLLOW this ROAD around the BEND,FOLLOW THIS ROAD AROUND THE BEND,1,1,1,,,3,3,1
55,180,1,11,0,3,FALSE,7-Jul,the THREAD WAS WOUND on a SPOOL,THE THREAD WAS WOUND ON A SPOOL,1,1,1,1,,4,4,1
56,-180,-1,107,-3,0,FALSE,24-Aug,CUT the MEAT into SMALL CHUNKS,VKJD,0,0,0,0,,0,4,0
57,0,1,67,-6,3,TRUE,10-Mar,WATERMELONS HAVE LOTS of SEEDS,MEG COME LET ME LOOK AT THAT BRUISE,0,0,0,0,,0,5,0
58,90,1,34,-6,1,FALSE,15-Jan,the SUPER HIGHWAY HAS SIX LANES,THE SPIDER HAS SIX LEGS,0,0,1,0,,1,5,0.2
59,0,1,141,0,2,FALSE,11-Apr,we SAW a FLOCK of WILD GEESE,WE SAW A FLOCK OF WILD GEESE,1,1,1,1,,4,4,1
60,0,1,96,-3,3,TRUE,4-Apr,your KNEES and your ELBOWS ARE JOINTS,J,0,0,0,0,,0,4,0
61,-90,-1,12,0,2,FALSE,8-Jun,they FISHED in the BABBLING BROOK,THEY FISHED IN THE BABBLING BROOK,1,1,1,,,3,3,1
62,0,1,20,-3,3,FALSE,1-Jun,PLAYING CHECKERS CAN BE FUN,THE FILM,0,0,0,0,0,0,5,0
63,-180,-1,142,0,2,FALSE,3-May,the MOUSE WAS CAUGHT in the TRAP,THE MOUSE WAS CAUGHT IN THE TRAP,1,1,1,1,,4,4,1
64,0,1,90,-6,2,TRUE,6-Mar,the KING WORE a GOLDEN CROWN,HR WORE ALL THE,0,1,0,0,,1,4,0.25
65,-180,-1,73,-6,0,FALSE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,WAS BLACK WITH WHITE STRIPES,0,0,1,1,1,3,5,0.6
