,A_Angle,B_Angle_sign,C_Masker,D_SNR,E_Talker,FG_Static,F_Sentence_ID,G_Sentence,H_Response,I_Input_1,J_Input_2,K_Input_3,L_Input_4,M_Input_5,Correct,Total,Percent
0,0,1,1,0,0,FALSE,1-Apr,the DOCTOR X-RAYED his CHEST,THE DOCTOR XRAYED HIS CHEST,1,1,1,,,3,3,1
1,0,1,179,0,2,TRUE,1-May,"it IS GETTING DARK, so LIGHT the LAMP",IT IS GETTING DARK SO LIGHT DROPPED ON TO THE FLOOR,1,1,1,1,0,4,5,0.8
2,0,1,97,-6,1,FALSE,17-Jun,we GOT DRUNK in the LOCAL BAR,THE STORM IN OCTOBER,0,0,0,0,,0,4,0
3,-90,-1,79,0,3,FALSE,10-Mar,WATERMELONS HAVE LOTS of SEEDS,WATERMELONS HAVE LOTS OF SEEDS,1,1,1,1,,4,4,1
4,-180,-1,102,-6,1,FALSE,23-Mar,the POND WAS FULL of CROAKING FROGS,NOT COMING ANYHOW,0,0,0,0,0,0,5,0
5,180,1,71,0,1,FALSE,3-Mar,we SHIPPED the FURNITURE by TRUCK,WE SHIPPED OUR FURNITURE BY TRUCK,1,1,1,,,3,3,1
6,90,1,189,-3,0,FALSE,14-Jun,the FRUIT WAS SHIPPED in WOODEN CRATES,TRIVIAL ALTHOUGH,0,0,0,0,0,0,5,0
7,180,1,25,-3,1,FALSE,5-Apr,RAISE the FLAG up the POLE,THE DOOR IS SUPPOSED TO OFFER PROTECTION,0,0,0,,,0,3,0
8,0,1,118,-3,3,TRUE,14-Aug,a SPOILED CHILD IS a BRAT,THE MOUTH THICK AND DRY THE TONGUE SUDDENLY,0,0,0,0,,0,4,0
9,0,-1,12,-6,2,TRUE,18-Jan,the RUDE REMARK MADE her BLUSH,AND EIGHTY ONE DEGREES TRUST ME THEYRE NOT COLD,0,0,0,0,,0,4,0
10,0,-1,96,-3,3,FALSE,12-Aug,DAVID WIPED the SWEAT from his BROW,GAMES CLOSED,0,0,0,0,,0,4,0
11,90,1,163,-6,2,FALSE,20-Jun,the BURGLAR ESCAPED with the LOOT,THE ,0,0,0,,,0,3,0
12,-180,-1,162,0,2,FALSE,16-Feb,the GUESTS WERE WELCOMED by the HOST,THE GUESTS WERE WELCOMED BY THE HOST,1,1,1,1,,4,4,1
13,180,1,171,-6,3,FALSE,1-Aug,my TURTLE WENT into its SHELL,YOU SHOP,0,0,0,,,0,3,0
14,0,1,114,-3,2,FALSE,11-Feb,the CUSHION WAS FILLED with FOAM,NOW HE WAS MISSING HIS,0,1,0,0,,1,4,0.25
15,0,1,66,-3,2,TRUE,12-Jan,they TRACKED the LION to his DEN,AS IF HE WAS LOBBING THE BALL THE TWINS DOWN TO FOLLOW THE MOVEMENT,0,0,0,,,0,3,0
16,90,1,5,-3,1,FALSE,4-Jun,GET the BREAD and CUT me a SLICE,I DONT UNDERSTAND HOW A CHILD WITH PARENTS,0,0,0,0,,0,4,0
17,-180,-1,166,-3,3,FALSE,23-Jan,no one WAS INJURED in the CRASH,THE BOOK,0,0,0,,,0,3,0
18,0,1,77,0,1,FALSE,19-Feb,the CAR DROVE off the STEEP CLIFF,A CAR DROVE OFF THE STEEP CLIFF,1,1,1,1,,4,4,1
19,0,-1,190,-6,2,TRUE,25-Jan,he WAS SCARED out of his WITS,I GAURANTEE HE WILL NOT JUST BRING,0,0,0,,,0,3,0
20,90,1,27,0,3,FALSE,2-Jan,STIR your COFFEE with a SPOON,THE TINY CAR GAVE A SPOOK,0,0,0,,,0,3,0
21,0,1,182,0,0,TRUE,21-Mar,the LONELY BIRD SEARCHED for its MATE,THE LONELY BIRD SEARCHED FOR ITS MATE,1,1,1,1,,4,4,1
22,90,1,143,-6,0,FALSE,24-Jul,THROW OUT all this USELESS JUNK,THE TUCK IT,0,0,0,0,,0,4,0
23,0,1,28,-6,2,FALSE,13-Feb,this NOZZLE SPRAYS a FINE MIST,THE,0,0,0,0,,0,4,0
24,180,1,198,-3,3,FALSE,14-Jul,i ATE a PIECE of CHOCOLATE FUDGE,THE GREY ,0,0,0,0,,0,4,0
25,0,1,172,0,1,TRUE,5-Jul,MAPLE SYRUP is MADE from SAP,MAPLE SYRUP IS MADE FROM SAP,1,1,1,1,,4,4,1
26,-90,-1,123,-6,3,FALSE,24-Apr,the AIRPLANE DROPPED a BOMB,THE MARCH FLEW,0,0,0,,,0,3,0
27,0,-1,21,0,1,FALSE,7-Feb,PAUL HIT the WATER with a SPLASH,PAUL HIT THE WATER WITH A SPLASH,1,1,1,1,,4,4,1
28,0,1,86,-6,3,TRUE,14-Jan,the SCARF WAS MADE of SHINY SILK,HE FOLLOWED JOSH INTO THE OPENING AND PULLED THE SHELL CLOSED,0,0,0,0,0,0,5,0
29,180,1,151,0,3,FALSE,3-Jan,the PLOW WAS PULLED by an OX,NICK DROPPED THE EYES,0,0,0,0,,0,4,0
30,-90,-1,11,0,1,FALSE,19-Apr,the CABIN WAS MADE of LOGS,THE CABIN WAS MADE OF LOGS,1,1,1,1,,4,4,1
31,180,1,92,-6,2,FALSE,2-Aug,i CUT my FINGER with a KNIFE,PAUL ,0,0,0,,,0,3,0
32,0,-1,103,-3,0,TRUE,10-Apr,RUTH POURED herself a CUP of TEA,THE BUNDT FELL ON THE FLOOR,0,0,0,0,,0,4,0
33,-90,-1,124,-3,2,FALSE,18-May,the HOUSE WAS ROBBED by a THIEF,THE HOUSE WAS ON THE PLAIN,1,1,0,0,,2,4,0.5
34,0,1,99,-6,0,FALSE,9-May,the FUR COAT WAS MADE of MINK,THE OAK WAS BIG,0,0,1,0,0,1,5,0.2
35,0,-1,115,-3,1,FALSE,15-Jul,JOHNs FRONT TOOTH HAD a CHIP,SHOTS FIRED ON THE SHIP,0,0,0,0,0,0,5,0
36,0,1,197,-3,1,TRUE,6-Jan,the DOCTOR PRESCRIBED the DRUG,HE ,0,0,0,,,0,3,0
37,0,1,187,0,2,TRUE,23-Jul,CUT the BACON into STRIPS,THE PANTS HAVE ARMS ,0,0,0,,,0,3,0
38,0,1,132,-6,1,TRUE,13-Jan,the COW GAVE BIRTH to a CALF,AN OWL ,0,0,0,0,,0,4,0
39,180,1,168,-3,1,FALSE,13-Mar,the SAILOR SWABBED the DECK,THE NIGHT TURNED TO DAY,0,0,0,,,0,3,0
40,0,-1,105,-3,2,FALSE,15-Apr,i HAVE GOT a COLD and a SORE THROAT,I HAVE A ,1,0,0,0,0,1,5,0.2
41,90,1,195,0,3,FALSE,15-Jan,the SUPER HIGHWAY HAS SIX LANES,THE SUPER HIGHWAY IS SIX LANES,1,1,0,1,1,4,5,0.8
42,-180,-1,52,-6,1,FALSE,17-Jan,the BEER DRINKERS RAISED their MUGS,HE DETERRED ,0,0,0,0,,0,4,0
43,-90,-1,136,-3,2,FALSE,19-Mar,her CIGARETTE HAD a LONG ASH,THE CIGARETTE WAS ALL ASH,1,0,0,1,,2,4,0.5
44,90,1,157,-6,0,FALSE,16-Mar,the STORM BROKE the SAILBOATs MAST,THE STORM BROKE THE HUGE MAST,1,1,0,1,,3,4,0.75
45,0,-1,78,-6,1,FALSE,13-Aug,the BAD NEWS CAME as a SHOCK,THE BACK TOOK A HUGE ,0,0,0,0,,0,4,0
46,0,1,140,0,0,FALSE,1-Mar,KILL the BUGS with this SPRAY,THE IS A SPRAY,0,0,1,,,1,3,0.333333333
47,-180,-1,148,0,2,FALSE,1-Jun,PLAYING CHECKERS CAN BE FUN,PLAYING CHECKERS CAN BE FUN,1,1,1,1,1,5,5,1
48,-180,-1,58,-3,0,FALSE,22-Mar,please WIPE your FEET on the MAT,BIG WATERMELON GROW ,0,0,0,,,0,3,0
49,0,-1,68,-3,1,FALSE,11-Jun,he WAS HIT by a POISONED DART,THE STEAM WAS DARK,1,0,0,0,,1,4,0.25
50,-90,-1,24,0,0,FALSE,4-Apr,your KNEES and your ELBOWS ARE JOINTS,YOUR KNEES AND YOUR ELBOWS ARE JOINTS,1,1,1,1,,4,4,1
51,0,-1,170,0,2,FALSE,17-May,LET us INVITE the WHOLE GANG,LET US INVITE THE WHOLE GANG,1,1,1,1,,4,4,1
52,180,1,183,0,0,FALSE,21-Jan,MARY WORE her HAIR in BRAIDS,MARY WORE HER HAIR IN BRAIDS,1,1,1,1,,4,4,1
53,0,-1,53,-3,2,TRUE,19-Jun,the SICK CHILD SWALLOWED the PILL,THE GREY MAN WAS STANDING CLOSE,0,0,0,0,,0,4,0
54,180,1,67,-6,2,FALSE,23-Feb,HOUSEHOLD GOODS ARE MOVED in a VAN,THE STORM WAS ,0,0,0,0,0,0,5,0
55,-90,-1,57,-3,3,FALSE,13-Jun,the SINGER WAS MOBBED by her FANS,MALL FOR FIT,0,0,0,0,,0,4,0
56,0,1,2,0,1,TRUE,4-Jul,PAUL TOOK a BATH in the TUB,EVERY FEW MOMENTS THE FEW FROM BEHIND,0,0,0,0,,0,4,0
57,0,-1,42,-6,0,TRUE,24-Aug,CUT the MEAT into SMALL CHUNKS,THE BOY ,0,0,0,0,,0,4,0
58,0,1,95,-6,3,FALSE,17-Jul,our CAT IS GOOD at CATCHING MICE,THE WHEELS ARE ON THE BUS,0,0,0,0,0,0,5,0
59,-90,-1,145,-6,2,FALSE,9-Feb,BOB STOOD with his HANDS on his HIPS,GRABBED THE ASP,0,0,0,0,,0,4,0
60,-90,-1,128,-6,3,FALSE,6-Aug,the BRIDE WORE a WHITE GOWN,WRONG COW,0,0,0,0,,0,4,0
61,0,1,65,-6,1,FALSE,23-May,a CHIMPANZEE IS an APE,MARK HIS HAND,0,0,0,,,0,3,0
62,0,-1,181,-3,0,FALSE,12-Mar,the TEACHER SAT on a SHARP TACK,THE SALAD HAS SAUCE,0,0,0,0,,0,4,0
63,0,1,47,-6,1,TRUE,10-Jun,the CANDLE FLAME MELTED the WAX,AND MY ,0,0,0,0,,0,4,0
64,0,-1,51,0,1,FALSE,22-Feb,the SAND WAS HEAPED in a PILE,THE SAND WAS HEAPED IN A PILE,1,1,1,1,,4,4,1
65,-90,-1,88,0,3,FALSE,15-Jun,the CANDLE BURNED with a BRIGHT FLAME,THE CANDLE BURNED WITH BRIGHT FLAMES,1,1,1,0,,3,4,0.75
66,0,1,4,0,0,TRUE,9-Jun,the WIDOWs SOB EXPRESSED her GRIEF,MAYBE THEYRE DOING EVERYTHING WRONG,0,0,0,0,,0,4,0
67,180,1,31,-3,3,FALSE,19-Aug,my JAW ACHES when I CHEW GUM,MY SHELL WAS ,0,0,0,0,0,0,5,0
68,0,1,180,-3,0,TRUE,18-Feb,the FLOOD TOOK a HEAVY TOLL,THE WAS TINY,0,0,0,0,,0,4,0
69,-180,-1,90,-6,3,FALSE,18-Aug,the RAILROAD TRAIN RAN off the TRACK,THE BALL ,0,0,0,0,,0,4,0
70,90,1,93,-3,0,FALSE,3-May,the MOUSE WAS CAUGHT in the TRAP,THE ROOFTOP WAS MADE OF,0,1,0,0,,1,4,0.25
71,180,1,50,0,1,FALSE,18-Apr,SPREAD SOME BUTTER on your BREAD,SPREAD SOME BUTTER ON YOUR BREAD,1,1,1,1,,4,4,1
72,-180,-1,40,-6,3,FALSE,10-Jul,"to OPEN the JAR, TWIST the LID",ON THE ,0,0,0,0,,0,4,0
73,0,-1,17,-6,2,FALSE,2-Jun,the DOCTOR CHARGED a LOW FEE,THE CHARGER HAD A LEAK,0,0,0,0,,0,4,0
74,0,-1,196,0,3,TRUE,6-May,he WIPED the SINK with a SPONGE,HE WIPED THE SANDY SPONGE,1,0,1,,,2,3,0.666666667
75,90,1,165,0,2,FALSE,3-Apr,the DUCK SWAM with the WHITE SWAN,THE DUCK SAT WITH THE WHITE SWANS,1,0,1,0,,2,4,0.5
76,90,1,116,-6,1,FALSE,20-Feb,the POLICEMEN CAPTURED the CROOK,THE CAP WITH A HOOK ,0,0,0,,,0,3,0
77,0,-1,135,-3,3,TRUE,7-Jul,the THREAD WAS WOUND on a SPOOL,SO HE ,0,0,0,0,,0,4,0
78,0,1,80,-6,3,TRUE,10-Aug,that JOB WAS an EASY TASK,THE ,0,0,0,0,,0,4,0
79,180,1,48,-3,1,FALSE,16-Aug,a ROSEBUSH HAS PRICKLY THORNS,A ROSE HAS BRIGHT THORNS,0,1,0,1,,2,4,0.5
80,0,-1,43,0,3,FALSE,8-Feb,the DUCKS SWAM around on the POND,THE DUCK SWAM AROUND THE POND,0,1,1,,,2,3,0.666666667
81,0,1,106,-3,0,FALSE,7-Jan,HOLD the BABY on your LAP,THE ORANGE WAS WITH THE APPLE,0,0,0,,,0,3,0
82,-180,-1,175,0,2,FALSE,25-Feb,the FARMER BALED the HAY,THE FARMER BALED THE HAY,1,1,1,,,3,3,1
83,-90,-1,109,-3,0,FALSE,14-May,CUT a PIECE of MEAT from the ROAST,THE WAS WITH THE ROSE,0,0,0,0,,0,4,0
84,0,-1,107,0,1,TRUE,14-Feb,the SPORT SHIRT HAS SHORT SLEEVES,THE SPORTS ANCHOR HAD SHORT SLEEVES,0,0,0,1,1,2,5,0.4
85,0,-1,74,0,2,FALSE,8-Aug,our SEATS WERE in the SECOND ROW,OUR SEATS WERE IN THE SECOND ROW,1,1,1,1,,4,4,1
86,-90,-1,131,-3,2,FALSE,12-May,the BOAT SAILED ALONG the COAST,THE WITH A HOOK,0,0,0,0,,0,4,0
87,0,1,10,-3,0,TRUE,9-Jul,a BEAR HAS a THICK COAT of FUR,THE CAROLER ,0,0,0,0,0,0,5,0
88,-180,-1,176,0,3,FALSE,1-Jan,his PLANS MEANT TAKING a BIG RISK,THE PLAN WAS TO THE EAST,0,0,0,0,0,0,5,0
89,0,-1,185,-6,3,TRUE,7-Mar,the GIRL SWEPT the FLOOR with a BROOM,THE MAIN ,0,0,0,0,,0,4,0
90,180,1,81,-3,2,FALSE,25-Apr,a ZEBRA HAS BLACK and WHITE STRIPES,A LOT OF TIMES ,0,0,0,0,0,0,5,0
91,0,1,159,-6,2,FALSE,21-Apr,the SANDAL HAS a BROKEN STRAP,THE HAD A STRAP,0,0,0,1,,1,4,0.25
92,90,1,60,-6,2,FALSE,25-Jul,the SHIPWRECKED SAILORS BUILT a RAFT,THE SHIPWRECK WAS TO ,0,0,0,0,,0,4,0
93,90,1,164,0,0,FALSE,12-Apr,how DID your CAR GET that DENT,HOW DID YOUR CAR GET THAT DENT,1,1,1,1,,4,4,1
94,-180,-1,147,-6,0,FALSE,3-Jun,the GAMBLER LOST the BET,THE APPLS ARE ON THE BAY,0,0,0,,,0,3,0
95,0,1,14,-3,0,FALSE,20-Jul,his BOSS MADE him WORK like a SLAVE,I ASPIRE TO BE A ,0,0,0,0,,0,4,0
96,180,1,155,-6,2,FALSE,8-Jun,they FISHED in the BABBLING BROOK,THE SHIP BLEW ,0,0,0,,,0,3,0
97,0,1,144,0,0,FALSE,17-Apr,the BREAD WAS MADE from WHOLE WHEAT,THE BREAD WAS MADE WITH WHOLE WHEAT,1,1,1,1,1,5,5,1
98,0,1,108,0,2,TRUE,14-Mar,he TOSSED the DROWNING MAN a ROPE,HE LOST THE DROWNING MAN,0,1,1,0,,2,4,0.5
99,-90,-1,104,0,0,FALSE,15-Aug,the DROWNING MAN LET OUT a YELL,THE DROWNING MEN LET OUT A YELL,1,0,1,1,1,4,5,0.8
100,90,1,192,-6,3,FALSE,18-Jul,the STALE BREAD WAS COVERED with MOLD,THE WORLD ,0,0,0,0,0,0,5,0
101,180,1,177,-3,0,FALSE,25-Jun,FOOTBALL IS a DANGEROUS SPORT,A FOOT ,0,0,0,0,,0,4,0
102,90,1,117,-3,3,FALSE,11-May,EVE WAS MADE from ADAMs RIB, AN ORB ,0,0,0,0,0,0,5,0
103,0,1,98,-6,2,TRUE,12-Jul,the COOKIES WERE KEPT in a JAR,HE STOLE ,0,0,0,0,,0,4,0
104,0,1,35,-3,2,FALSE,15-Mar,the BOY GAVE the FOOTBALL a KICK,THE YELLOW ,0,0,0,0,,0,4,0
105,-180,-1,72,0,2,FALSE,24-May,the BANDITS ESCAPED from JAIL,THE BANDIT ESCAPED FROM JAIL,0,1,1,,,2,3,0.666666667
106,0,1,125,-6,3,FALSE,5-Jan,LET us DECIDE by TOSSING a COIN,A WAS ORANGE,0,0,0,0,,0,4,0
107,0,-1,126,-3,3,TRUE,17-Mar,MR. BROWN CARVED the ROAST BEEF,EVEN THE CEILING WAS SCORED,0,0,0,0,0,0,5,0
108,0,1,7,-3,2,TRUE,22-Apr,he IS EMPLOYED by a LARGE FIRM,A YELLOW ,0,0,0,0,,0,4,0
109,0,1,76,0,1,FALSE,4-Feb,UNLOCK the DOOR and TURN the KNOB,UNLOCK THE DOOR AND TURN THE KNOB,1,1,1,1,,4,4,1
110,180,1,141,-3,0,FALSE,10-Feb,the CIGARETTE SMOKE FILLED his LUNGS,THE SCENIC BUILDING STOOD,0,0,0,0,,0,4,0
111,0,1,16,0,3,TRUE,11-Jul,TIGHTEN the BELT by a NOTCH,TIGHTEN THE BELT BY A KNOT,1,1,0,,,2,3,0.666666667
112,0,1,111,-6,3,FALSE,1-Feb,the BABY SLEPT in his CRIB,THE HAD A STRAP,0,0,0,,,0,3,0
113,180,1,83,0,3,FALSE,9-Jan,the WAR WAS FOUGHT with ARMORED TANKS,THE WOOL WAS SOFTER THAN ARMOR,0,1,0,0,0,1,5,0.2
114,90,1,62,-3,1,FALSE,1-Jul,you CUT the WOOD against the GRAIN,WAS IN THE WEST,0,0,0,,,0,3,0
115,0,1,158,-3,1,FALSE,15-May,the HEAVY RAINS CAUSED a FLOOD,THE LINE OF CARS WAS LONG,0,0,0,0,,0,4,0
116,90,1,29,-6,3,FALSE,16-Jul,at BREAKFAST he DRANK SOME JUICE,A HAS NO PURPOSE,0,0,0,0,,0,4,0
117,180,1,191,-6,1,FALSE,11-Mar,USE this SPRAY to KILL the BUGS,TOOK THE BUS,0,0,0,0,,0,4,0
118,0,1,161,-6,3,TRUE,19-Jan,we HEARD the TICKING of the CLOCK,WAS HE ,0,0,0,,,0,3,0
119,90,1,13,0,2,FALSE,21-Aug,BOB WAS CUT by the JACKKNIFEs BLADE,BOB WAS CUT BY THE JACKNIFES BLADE,1,1,1,1,1,5,5,1
120,0,-1,142,-6,0,TRUE,25-May,the LANDLORD RAISED the RENT,HAVE YOU EVER TRIED TO GET TO ,0,0,0,,,0,3,0
121,180,1,89,-6,0,FALSE,8-Jul,the CROOK ENTERED a GUILTY PLEA,THE ACORN ON THE PLAIN,0,0,0,0,,0,4,0
122,90,1,130,-6,1,FALSE,5-Feb,WIPE your GREASY HANDS on the RAG,THE SENTENCE WAS ,0,0,0,0,,0,4,0
123,180,1,49,0,3,FALSE,16-Jun,we SWAM at the BEACH at HIGH TIDE,WE SWAM THE BEACH AT HIGH TIDE,1,1,1,1,,4,4,1
124,0,1,127,0,0,TRUE,6-Mar,the KING WORE a GOLDEN CROWN,THE KING WORE A GOLDEN CROWN,1,1,1,1,,4,4,1
125,-90,-1,199,-3,1,FALSE,22-Jun,the BLOODHOUND FOLLOWED the TRAIL,THE BOY WORE A ,0,0,0,,,0,3,0
126,90,1,87,0,2,FALSE,16-Apr,she WORE a FEATHER in her CAP,SHE WORE A FEATHER IN HER CAP,1,1,1,,,3,3,1
127,0,-1,82,-3,3,FALSE,2-Jul,the COP WORE a BULLET-PROOF VEST,THE WAS A FACE ,0,0,0,0,,0,5,0
128,-180,-1,156,-3,2,FALSE,22-May,ANN WORKS in the BANK as a CLERK,WAS AN ACE,0,0,0,0,,0,4,0
129,0,-1,119,-6,0,FALSE,24-Mar,he HIT me with a CLENCHED FIST,THE HAD A FACE,0,0,0,,,0,3,0
130,0,-1,121,-3,1,TRUE,10-Jan,they DRANK a WHOLE BOTTLE of GIN,THE WAS OLD,0,0,0,0,,0,4,0
131,0,-1,160,0,0,FALSE,20-Apr,the LION GAVE an ANGRY ROAR,THE LIONI GAVE AN ANGRY ROAR,1,1,1,1,,4,4,1
132,0,-1,174,-6,1,TRUE,7-Apr,the STEAMSHIP LEFT on a CRUISE,THE ORANGE WAS ,0,0,0,,,0,3,0
133,0,1,84,-3,0,TRUE,24-Feb,FOLLOW this ROAD around the BEND,ACRONS ARE ,0,0,0,,,0,3,0
134,0,-1,37,0,2,TRUE,18-Mar,the GLASS HAD a CHIP on the RIM,A GLASS HAD A CHIP ON THE RIM,1,1,1,1,,4,4,1
135,-180,-1,23,-6,2,FALSE,20-Mar,the SOUP WAS SERVED in a BOWL,WAS SERVED WITH A COLD ,0,1,1,0,,2,4,0.5
136,0,1,0,-3,3,FALSE,5-Jun,the SLEEPY CHILD TOOK a NAP,CHASE WANTS A NAP,0,0,0,1,,1,4,0.25
137,0,1,39,-6,0,FALSE,15-Feb,she SHORTENED the HEM of her SKIRT,SHE STIRRED THE WITH SAUCE,0,0,0,,,0,3,0
138,0,1,134,0,3,FALSE,7-May,the PAPERS WERE HELD by a CLIP,PAPERS WERE HELD BY A CLIP,1,1,1,1,,4,4,1
139,90,1,94,-6,0,FALSE,9-Mar,she FACED them with a FOOLISH GRIN,SHE WAS BY A CRANE,0,0,0,,,0,3,0
140,180,1,150,-3,2,FALSE,21-May,the RANCHER ROUNDED UP his HERD,BY YOU ,0,0,0,0,,0,4,0
141,90,1,133,0,1,FALSE,16-May,the SWIMMER DOVE into the POOL,THE SWIMMER DOVE INTO THE POOL,1,1,1,,,3,3,1
142,90,1,54,-3,2,FALSE,3-Jul,his PANTS WERE HELD up by a BELT,THE MAN TOOK A ,0,0,0,0,,0,4,0
143,-180,-1,3,0,0,FALSE,18-Jun,a TERMITE LOOKS like an ANT,A TERMITE LOOKS LIKE AN ANT,1,1,1,,,3,3,1
144,0,1,20,-6,2,TRUE,20-Jan,he KILLED the DRAGON with his SWORD,IS JOSH STILL WORKING THERE,0,0,0,,,0,3,0
145,0,1,59,-3,2,TRUE,24-Jun,she HATED to VACUUM the RUG,IS A LIGHT,0,0,0,,,0,3,0
146,0,-1,193,-6,1,FALSE,11-Jan,the WITNESS TOOK a SOLEMN OATH,THE WIND BLEW BOTH,0,0,0,0,,0,4,0
147,0,1,22,0,3,FALSE,10-May,the BOY TOOK SHELTER in a CAVE,THE BOY TOOK SHELTER IN A CAVE,1,1,1,1,,4,4,1
148,-180,-1,129,-6,0,FALSE,13-May,the JUDGE IS SITTING on the BENCH,INTO A MASH,0,0,0,0,,0,4,0
149,0,1,38,-3,2,FALSE,5-Mar,that ACCIDENT GAVE me a SCARE,THE EAR,0,0,0,,,0,3,0
150,90,1,112,0,1,FALSE,12-Feb,RUTH POURED the WATER down the DRAIN,ROOF POURED WATER DOWN THE DRAIN,0,1,1,1,,3,4,0.75
151,180,1,33,-3,3,FALSE,4-Mar,my T.V. HAS a TWELVE-INCH SCREEN,WAS WHAT SHE WORE,0,0,0,0,,0,4,0
152,-90,-1,120,-6,1,FALSE,4-Jan,the OLD TRAIN WAS POWERED by STEAM,THE SHORE WAS DEEP,0,0,1,0,0,1,5,0.2
